congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind1_manuf_cbp,l_shind2_routine33,l_shind3_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_dem_f,l_sh_dem_edu_c,l_sh_dem_fborn,l_sh_dem_age_1019,l_sh_dem_age_2029,l_sh_dem_age_3039,l_sh_dem_age_4049,l_sh_dem_age_5059,l_sh_dem_age_6069,l_sh_dem_age_7079,l_sh_dem_age_8000,l_sh_dem_white,l_sh_dem_black,l_sh_dem_asian,l_sh_dem_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
TX 25,48201,32000,-50.662102,0,0,29.141075,-31.461102,-31.461102,-28.518265,-25.115946,0,0,2.1357789,-19.097311,-19.097311,-36.106251,-16.812269,0,0,32.641239,-164.48187,-164.48187,-82.966095,-200,,0,0,2.0059228,25.352959,25.352959,26.113632,27.600586,24.724398,0,0,25.352959,0,0,12.764856,12.764856,12.764856,12.764856,12.764856,0,0,-12.764854,-12.764854,-12.764854,-12.764854,-12.764854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.764856,12.764856,12.764856,12.764856,12.764856,0,-100,0,100,0,0.38306355,0.12764859,0.12764859,0,0.099228621,0,0,0.646200499,0.729580234,0,0,0,0,0,1,0,0,0.1128057,31.513,0.15288994,0.55849367,0.52149969,0.5018841,0.5299809,0.2224763,0.15320984,0.16046596,0.16619675,0.1523294,0.098836727,0.052360512,0.034810554,0.016292524,0.58728927,0.18485652,0.05135186,0.32928255,0.95437783,0,1,1,1,0
TX 31,48201,32000,-65.615433,0,61.266102,184.88991,174.12422,174.12422,173.93098,173.90102,0,11.912862,66.097435,47.271172,47.271172,6.8250775,12.312795,6.87E-06,-200,-200,-200,-200,-200,-200,,0,-16.003763,-19.832485,4.8143444,4.8143444,7.9983053,0.056415796,2.0785689,0,4.8143444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646200499,0.729580234,0,0,0,0,0,1,0,0,0.1128057,31.513,0.15288994,0.55849367,0.52149969,0.5018841,0.5299809,0.2224763,0.15320984,0.16046596,0.16619675,0.1523294,0.098836727,0.052360512,0.034810554,0.016292524,0.58728927,0.18485652,0.05135186,0.32928255,0.22094169,0,1,0,1,0
TX 29,48201,32000,29.444859,0,-60.680389,-88.908073,-64.14959,-64.14959,-200,2.5545292,0,-10.171065,31.070152,31.103012,31.103012,-53.643387,42.589233,0,-24.111151,43.564293,116.81541,116.81541,60.415745,74.536369,,0,23.781376,23.662786,33.270248,33.270252,35.464039,48.406452,33.437965,33.270248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.684599,0,0,0,0,0,0,-19.684601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010987997,0,0,0,0.010821939,0,0,0.646200499,0.729580234,0,0,0,0,0,1,0,0,0.1128057,31.513,0.15288994,0.55849367,0.52149969,0.5018841,0.5299809,0.2224763,0.15320984,0.16046596,0.16619675,0.1523294,0.098836727,0.052360512,0.034810554,0.016292524,0.58728927,0.18485652,0.05135186,0.32928255,1,0,1,0,1,0
TX 1,48203,33400,-200,1.03E-05,-200,-200,-200,-200,-200,-200,0,-200,-200,-200,-200,-200,-200,5.63E-05,-200,-200,-200,-200,-200,-200,,0,10.565442,47.848312,47.848312,47.848312,52.526325,53.410912,38.003307,0,0,47.848312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.148065431,1.170092747,0,0,0,0,0,1,0,0,0.21441378,28.195992,-0.9491204,0.60912216,0.48828208,0.51513445,0.4417327,0.033166964,0.16655932,0.1206247,0.13508292,0.15023346,0.1173724,0.080647238,0.058879409,0.033521172,0.71345997,0.24031557,0.00309129,0.053389147,0.093647212,1,1,0,1,0
TX 13,48205,31007,49.556171,0,155.19128,94.121002,-51.001549,-51.001549,160.59007,159.10941,0,0.95485729,25.909334,52.292084,52.292084,-34.865383,13.437423,0,37.440437,71.457451,49.136761,49.136761,77.499878,56.776493,,0,-17.757774,-12.919635,0,0,-8.0956755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064827354,0.188393354,0,0,0,0,0,1,0,0,0.33625236,23.669954,-1.0104442,0.82081687,0.72848809,0.39353442,0.43423599,0.026368069,0.10980675,0.089037389,0.19812173,0.19776052,0.13075672,0.076575764,0.049304679,0.036662452,0.81072783,0.081452049,0.002709048,0.13689724,0.009239087,1,1,0,1,0
TX 17,48207,32503,19.278625,0,13.086207,3.5305333,-0.8248769,-0.8248769,56.438797,-7.3145108,0,0.13262422,4.034132,9.3365955,9.3365955,-26.09511,-96.997963,0,23.591896,48.804127,31.808504,31.808504,30.712831,78.744843,,-2.98E-06,-44.558918,-34.164589,-2.98E-06,-2.98E-06,-26.005892,-2.98E-06,2.98E-06,0,0,-2.98E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004676295,0.001389955,0,0,0,0,0,1,0,0,0.015243744,25.029734,-1.1556534,0.51509625,0.41283798,0.52929592,0.34608251,0.036107007,0.15050058,0.072542265,0.10881339,0.1398326,0.11472181,0.10979813,0.11866076,0.075496472,0.8278352,0.027900869,0.001477105,0.20498933,0.009586082,1,1,0,1,0
TX 21,48209,31201,60.278343,0,-2.67E-05,-32.18232,81.244568,81.244576,56.086708,49.639111,0,0,24.969313,-1.1542888,-1.1542888,-104.63838,-40.166843,0,1.11E-05,2.3418305,72.604584,72.604584,-125.24122,-19.31513,,0,0,3.236732,17.621445,17.621445,24.581469,16.16382,17.800808,0,17.621445,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12440773,0.87559229,0,0,0.91552895,0,0,2.360067976,2.027961617,0,0,0,0,0,1,0,0,0.15557884,31.423452,0.71232808,0.63919097,0.52629846,0.49666458,0.61750722,0.055723492,0.1719456,0.22224841,0.13484101,0.14511882,0.092674382,0.051716894,0.035024438,0.018629149,0.78916681,0.03676644,0.007910728,0.2957198,0.059342135,1,1,1,1,0
TX 14,48209,31201,-46.978386,5.59E-05,86.817879,13.286712,161.55225,161.55225,-200,-200,7.72E-05,-200,-200,-200,-200,-200,-200,0,-200,-199.92821,-0.24620382,-0.24620382,-2.8845365,-50.786114,,0,-5.0581126,-1.8213809,12.563333,12.563333,25.061375,11.372221,4.2163582,0,0,12.563333,-2.24E-06,-9.0226612,-9.0226612,-9.0226612,-9.0226622,-9.0226622,-9.0226622,0,0,0,100,100,100,100,0,9.0226593,9.0226593,-90.977341,-90.977341,-90.977341,-90.977341,0,0,0,0,0,0,0,0,-9.0226612,-9.0226612,-9.0226612,-9.0226612,-9.0226612,-9.0226612,100,-100,-100,0,-9.0226612,0.90977341,0.090226591,0,0,0.31163704,0,0,2.360067976,2.027961617,0,0,0,0,0,1,0,0,0.15557884,31.423452,0.71232808,0.63919097,0.52629846,0.49666458,0.61750722,0.055723492,0.1719456,0.22224841,0.13484101,0.14511882,0.092674382,0.051716894,0.035024438,0.018629149,0.78916681,0.03676644,0.007910728,0.2957198,0.094312012,1,1,0,1,0
TX 13,48211,30904,49.556171,0,155.19128,94.121002,-51.001549,-51.001549,160.59007,159.10941,0,0.95485729,25.909334,52.292084,52.292084,-34.865383,13.437423,0,37.440437,71.457451,49.136761,49.136761,77.499878,56.776493,,0,-13.588852,-13.074434,0,0,-7.9345107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902637596,0.393142363,0,0,0,0,0,1,0,0,0.20008202,23.669954,-1.0104442,0.82735199,0.74137747,0.49686658,0.50730592,0.065055206,0.1850194,0.091316022,0.12115786,0.16263802,0.1265294,0.088928677,0.058788422,0.043270666,0.87645477,0.015517756,0.002685766,0.1557744,0.005082025,1,1,0,1,0
TX 5,48213,33300,17.24448,0,0.7750383,-1.1533968,0.60244417,0.60244417,2.889266,1.5055203,0,-4.870667,-16.540323,22.083374,22.083364,-193.68359,-200,0,-12.353024,-12.469015,22.432636,22.432636,46.148006,-28.07704,,0,-2.9960573,30.772316,9.6354904,9.6354904,31.963099,31.963099,5.7121458,0,9.6354904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520435678,0.977108352,0,0,0,0,0,1,0,0,0.16504218,28.615591,-1.0599439,0.6561361,0.50635308,0.50968242,0.41137797,0.038402226,0.13957995,0.1034158,0.12466395,0.13833809,0.12432277,0.11509751,0.084610447,0.040067144,0.88499802,0.06607803,0.003015953,0.069203161,0.11642895,1,1,0,1,0
TX 28,48215,31600,-200,2.21E-05,0,-200,-200,-200,-200,-191.90181,7.15E-06,7.15E-06,-200,-85.4459,-85.4459,-200,124.32413,4.62E-05,4.62E-05,-200,-200,-200,-200,-200,,0,5.59E-07,20.848412,26.228464,26.228464,16.145185,27.343887,40.564453,0,0,26.228464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632822658,1.31181576,0,0,0,0,0,1,0,0,0.10604569,26.707781,-0.58328617,0.38418651,0.30252805,0.51441443,0.30233037,0.29539233,0.18401723,0.15509699,0.13816525,0.11390205,0.078085847,0.05746993,0.047871415,0.020933757,0.77709174,0.004929205,0.005926636,0.88346392,0.12957908,0,1,1,1,0
TX 15,48215,31600,-34.265408,6.84E-06,0,-200,36.482307,36.4823,-200,136.3748,0,0,-81.099831,-16.860981,-16.860981,-199.59346,155.02391,-1.95E-05,0,-200,-200,-200,-200,-200,,0,0,8.1008701,14.087144,14.087144,19.118006,16.234779,20.983788,14.087144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632822658,1.31181576,0,0,0,0,0,1,0,0,0.10604569,26.707781,-0.58328617,0.38418651,0.30252805,0.51441443,0.30233037,0.29539233,0.18401723,0.15509699,0.13816525,0.11390205,0.078085847,0.05746993,0.047871415,0.020933757,0.77709174,0.004929205,0.005926636,0.88346392,0.71146518,0,1,1,1,0
TX 6,48217,32801,122.45615,0.000104352,-200,-200,-200,-200,-200,-200,0,24.677988,-128.18947,103.46582,103.46582,107.14166,113.34881,3.22E-05,-200,-200,146.23874,146.23874,113.09961,130.01295,,0,-9.6768322,-4.6996651,14.097828,14.097828,21.2955,19.819338,14.742014,0,14.097828,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,1,0,0,1,0,0,0,0.461618457,0.837767849,0,0,0,0,0,1,0,0,0.1918184,30.064213,-0.55993551,0.66683578,0.52461606,0.50846195,0.38530812,0.059063766,0.15327495,0.10813403,0.12561493,0.13452554,0.11945794,0.097645491,0.076699361,0.047956437,0.8415581,0.073976673,0.00253705,0.13489681,0.05201529,1,1,0,1,0
TX 19,48219,30802,-200,-0.000264396,-200,-200,-200,-200,-200,-200,-6.94E-06,-200,-200,-200,-200,-200,-200,-4.28E-05,-200,-200,-200,-200,-200,-200,,0,3.9236069,10.17825,14.760333,14.760333,1.3325691,14.760333,20.988983,0,14.760333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250649983,0.613844339,0,0,0,0,0,1,0,0,0.077944301,30.251207,-0.65325439,0.78721684,0.66094702,0.50933266,0.41979802,0.051769678,0.18792921,0.12665083,0.12938017,0.13902095,0.10169044,0.076465927,0.054675117,0.034645185,0.74383694,0.037242472,0.001320655,0.3723807,0.03450767,1,1,0,1,0
TX 17,48221,33000,95.825783,7.61E-05,-200,-200,-200,-200,-200,-200,0,15.543663,-61.041241,78.171799,78.171799,69.53624,69.216606,6.83E-06,-200,-200,126.84231,126.84231,128.17239,120.97957,,0,-11.593782,-3.6835611,10.937863,10.937863,28.994919,28.994919,14.742014,0,0,10.937863,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,0.481566548,1.010466731,0,0,0,0,0,1,0,0,0.16495752,32.298424,0.055474937,0.72545213,0.58115649,0.50968373,0.53880018,0.032579076,0.13766423,0.090316303,0.12722628,0.14873479,0.13323601,0.11980535,0.085060827,0.036447689,0.94773722,0.003260341,0.003065693,0.072384425,0.064801998,1,1,0,1,0
TX 1,48223,33200,-89.202499,0,3.8238935,2.9337459,-7.9084883,-7.9084883,-6.4746351,-5.5237474,0,-31.498701,-35.106842,-33.24155,-33.24155,44.691761,-42.195621,-8.04E-06,-200,-200,-200,-200,146.77368,-200,,0,-1.3501227,3.6527395,6.720191,6.720191,32.197483,32.197483,7.7418566,0,0,6.720191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,100,0,1,0,0,0,0,0,0,0.649773043,0.864342878,0,0,0,0,0,1,0,0,0.27580103,27.572596,-0.85035974,0.65714288,0.48980507,0.5100438,0.37913632,0.055944931,0.15165833,0.12105757,0.1350438,0.13995619,0.11877347,0.086138926,0.066458076,0.043742176,0.85106385,0.079912387,0.00247184,0.092834793,0.048646431,1,1,0,1,0
TX 2,48225,32201,-142.50398,0,-20.552645,-38.571342,-27.79006,-27.790073,-25.131992,-16.774815,0,42.14938,-122.73778,-131.82899,-131.82899,-174.4366,95.896866,2.63E-05,81.706329,-200,-200,-200,127.10101,159.75571,,0,0.55213571,2.8912067,8.0688181,8.0688181,36.722885,36.722885,1.0002971,0,0,8.0688181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.394679745,0.346194459,0,0,0,0,0,1,0,0,0.19659255,26.342461,-1.1679884,0.65199798,0.50435919,0.46711236,0.35311499,0.030278197,0.14332543,0.094932072,0.14237654,0.16079362,0.11572137,0.097692475,0.078585289,0.052706491,0.68574512,0.27931851,0.002458486,0.07500539,0.036751911,1,1,0,1,0
TX 19,48227,32401,-200,-0.000264396,-200,-200,-200,-200,-200,-200,-6.94E-06,-200,-200,-200,-200,-200,-200,-4.28E-05,-200,-200,-200,-200,-200,-200,,0,14.611751,20.591032,25.089079,25.089079,9.842658,25.089079,20.988983,0,25.089079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279976564,0.249530032,0,0,0,0,0,1,0,0,0.10973819,23.831532,-1.0811346,0.70846015,0.5729754,0.45861953,0.39252129,0.059922088,0.14464568,0.13078776,0.16034734,0.15074196,0.10164451,0.083028518,0.06628602,0.036756177,0.80143934,0.041335832,0.005917864,0.37460968,0.054636069,1,1,0,1,0
TX 23,48229,30601,-28.450403,0,3.79E-05,-200,-5.1792021,-5.1792421,-200,-68.594955,0,0,-112.06805,-200,-200,-200,-200,0,0,-181.82632,38.451874,38.451874,-113.3327,45.28886,,0,0,-42.805099,-26.018173,-26.018173,-26.423815,-20.332169,6.9234905,0,0,-26.018173,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,100,0,0,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,0,100,0,0,1,0,1,1,1,0,1.104280548,1.727008141,0,0,0,0,0,1,0,0,0.15445632,31.014051,-0.13147637,0.57497936,0.46222574,0.49282295,0.25549737,0.33193779,0.19078948,0.12171052,0.13815789,0.1208134,0.10496411,0.071770333,0.052930623,0.01465311,0.87230861,0.003289474,0.001794258,0.75029904,0.0049887,0,1,1,1,0
TX 4,48231,33200,-144.60242,0,54.7001,44.663094,-200,-200,-200,-200,0,-46.810322,-52.57069,-49.581829,-49.581829,57.256371,-64.147903,0,-200,-64.767464,-200,-200,97.167183,-84.638428,,0,-4.6455741,-1.0545373,5.6479874,5.6479874,28.622591,28.622591,7.7418566,0,0,5.6479874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,100,0,1,0,0,0,0,0,0,0.649773043,0.864342878,0,0,0,0,0,1,0,0,0.27580103,27.572596,-0.85035974,0.67311412,0.54974818,0.50492191,0.42553759,0.047012899,0.1560917,0.13158651,0.1411562,0.14438091,0.11551517,0.083333336,0.055263981,0.032625724,0.83572251,0.094548017,0.005431093,0.08311139,0.002601352,1,1,0,1,0
TX 1,48231,33200,-89.202499,0,3.8238935,2.9337459,-7.9084883,-7.9084883,-6.4746351,-5.5237474,0,-31.498701,-35.106842,-33.24155,-33.24155,44.691761,-42.195621,-8.04E-06,-200,-200,-200,-200,146.77368,-200,,0,-4.6455741,-1.0545373,5.6479874,5.6479874,28.622591,28.622591,7.7418566,0,0,5.6479874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,100,0,1,0,0,0,0,0,0,0.649773043,0.864342878,0,0,0,0,0,1,0,0,0.27580103,27.572596,-0.85035974,0.67311412,0.54974818,0.50492191,0.42553759,0.047012899,0.1560917,0.13158651,0.1411562,0.14438091,0.11551517,0.083333336,0.055263981,0.032625724,0.83572251,0.094548017,0.005431093,0.08311139,0.11340049,1,1,0,1,0
TX 13,48233,30904,49.556171,0,155.19128,94.121002,-51.001549,-51.001549,160.59007,159.10941,0,0.95485729,25.909334,52.292084,52.292084,-34.865383,13.437423,0,37.440437,71.457451,49.136761,49.136761,77.499878,56.776493,,0,-17.517138,-15.107244,0,0,-8.4099293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902637596,0.393142363,0,0,0,0,0,1,0,0,0.20008202,23.669954,-1.0104442,0.80558646,0.71327901,0.50769162,0.45524144,0.058054239,0.16561177,0.11044976,0.11765939,0.15886323,0.10734795,0.083581336,0.078383707,0.036760699,0.87001717,0.024060024,0.003479063,0.14695896,0.036471743,1,1,0,1,0
TX 17,48235,32301,-26.293388,0,-5.4120159,-6.0755916,-6.3620381,-6.3620381,-9.16043,-13.360524,0,11.283866,13.056977,13.635159,13.635159,-7.361227,-8.1698656,0,-169.67117,-108.52728,-104.4129,-104.4129,-82.634895,-200,,0,19.203413,19.203413,8.3972397,8.3972397,22.075855,22.075855,6.0757518,0,0,8.3972397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.321043506,0.486168467,0,0,0,0,0,1,0,0,0.11783856,30.126663,-0.63451421,0.79388618,0.64439583,0.49915302,0.47822514,0.035008471,0.16431394,0.071710899,0.14680971,0.15302089,0.1434218,0.1027668,0.059288539,0.038961038,0.90683228,0.003952569,0,0.2461886,0.002678161,1,1,0,1,0
TX 17,48237,32602,19.278625,0,13.086207,3.5305333,-0.8248769,-0.82488775,15.220681,14.584329,0,0.13262422,4.034132,9.3365955,9.3365955,-4.1928096,1.9729021,0,23.591896,48.804127,31.808504,31.808504,53.73172,37.422352,,0,-25.112783,-18.150568,0,0,-11.254395,0,2.98E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.522244371,0.628567332,0,0,0,0,0,1,0,0,0.12556325,26.086945,-1.1923332,0.71936238,0.53278595,0.45372587,0.39210978,0.027501997,0.14743809,0.13032067,0.15325801,0.14663927,0.10544334,0.091407053,0.065274447,0.04142417,0.88679677,0.05546046,0.002738788,0.07885427,0.013848855,1,1,0,1,0
TX 14,48239,31101,100.16687,0,162.92169,167.55054,37.188717,37.188717,-200,-200,0,154.24873,174.76967,30.561594,30.561642,-200,-200,0,70.173714,190.34753,104.42889,104.42889,79.188316,74.745499,,0,-55.836342,0,-19.227516,-19.227516,-9.8644199,-11.319643,-24.009747,0,0,-19.227516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791869156,0.937596678,0,0,0,0,0,1,0,0,0.23605953,28.049438,-0.77183908,0.69943482,0.58661079,0.50830376,0.38359559,0.047946632,0.16343547,0.10916545,0.13022028,0.14939892,0.10520464,0.086581893,0.070738658,0.044680703,0.7649225,0.076367177,0.003891321,0.24675144,0.022064352,1,1,0,1,0
TX 2,48241,32100,42.607113,0,2.1012306,-1.1257963,0.80048007,0.80048966,12.757037,1.5125285,0,-10.694844,3.0417821,59.472496,59.472496,72.925987,74.083527,-8.76E-06,-200,-200,50.099926,50.099934,168.77379,-200,,0,4.4677615,11.958826,22.323507,22.323507,30.591356,50.414013,12.405175,0,0,22.323507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,-100,-100,-100,-100,0,0,0,0,0,1,0,0,0,0,0,0,0.280540986,0.618414162,0,0,0,0,0,1,0,0,0.17721222,27.381096,-1.0277088,0.60932916,0.47301659,0.51387489,0.33415884,0.021767218,0.15166835,0.11116728,0.13748455,0.1399281,0.1170655,0.094680376,0.072463766,0.035979103,0.7823559,0.17809796,0.003173801,0.038872037,0.054002009,1,1,0,1,0
TX 23,48243,31404,-28.450403,0,3.79E-05,-200,-5.1792021,-5.1792421,-200,-68.594955,0,0,-112.06805,-200,-200,-200,-200,0,0,-181.82632,38.451874,38.451874,-113.3327,45.28886,,0,0,-16.964165,-6.2970343,-6.2970343,-9.6835136,5.3466649,6.9234905,0,0,-6.2970343,0,0,0,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,100,0,0,-100,-100,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,-100,0,100,0,0,1,0,1,1,1,0,0.043089169,0.02330359,0,0,0,0,0,1,0,0,0.019920608,22.226875,-1.1136286,0.71440798,0.56572849,0.48889893,0.5570513,0.1087449,0.17580426,0.066153146,0.13094699,0.16357046,0.14227457,0.11191663,0.073855914,0.039420027,0.90530133,0.009062075,0.000906208,0.35478026,0.003777191,1,1,1,1,0
TX 9,48245,32100,-200,-7.16E-06,-200,-200,-200,-200,-200,-200,0,-200,-200,-200,-200,-200,-200,-3.25E-05,-200,-200,-200,-200,-200,-200,,0,21.323475,68.756248,68.756248,68.756248,79.636147,78.836441,43.592484,0,0,68.756248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.280540986,0.618414162,0,0,0,0,0,1,0,0,0.17721222,27.381096,-1.0277088,0.47029603,0.41721216,0.49736762,0.45330241,0.061923977,0.15001726,0.13688102,0.14621644,0.15115196,0.10249116,0.073536702,0.065411367,0.034988951,0.57240003,0.33741584,0.028859239,0.10528028,0.38959005,1,1,0,1,0
