congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind1_manuf_cbp,l_shind2_routine33,l_shind3_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_dem_f,l_sh_dem_edu_c,l_sh_dem_fborn,l_sh_dem_age_1019,l_sh_dem_age_2029,l_sh_dem_age_3039,l_sh_dem_age_4049,l_sh_dem_age_5059,l_sh_dem_age_6069,l_sh_dem_age_7079,l_sh_dem_age_8000,l_sh_dem_white,l_sh_dem_black,l_sh_dem_asian,l_sh_dem_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
GA 4,13135,9100,-45.940269,-70.942833,-70.942833,-51.983078,-64.638504,-64.638504,-65.162788,-66.814316,-93.081215,-93.081215,-112.03772,-97.009499,-97.009506,-111.82184,-109.81318,-22.271729,-22.271729,-82.159401,79.870033,79.870033,67.362373,64.692551,,12.838671,12.838671,2.6107044,7.4557633,7.4557633,10.823676,5.2838116,9.4294281,7.4557633,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-100,0,0,100,0,1,0,0,0,0,0,0.298523021,0.782411225,0,0,0,1,0,0,0,0,0.097036391,32.690586,0.5007571,0.66461504,0.6422227,0.49570906,0.65286827,0.16911945,0.1463103,0.14581068,0.19791214,0.16915004,0.1020413,0.043077722,0.024250232,0.011210846,0.72713816,0.13293274,0.071985967,0.10899349,0.035986759,1,0,1,1,0
GA 7,13135,9100,-63.590412,-168.68289,-168.68289,126.90674,33.617668,33.617668,41.972931,-64.074257,-105.02042,-105.02042,-135.33855,-110.7224,-110.7224,-123.17049,-141.77464,-91.001656,-91.001656,-102.98322,-52.291595,-52.291595,-58.280258,-60.899479,,22.732603,22.732603,11.878175,17.474455,17.474455,13.702143,14.535702,17.324114,0,17.474455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.057083,0,0.019429132,0,0,0.21107052,0,0,0.298523021,0.782411225,0,0,0,1,0,0,0,0,0.097036391,32.690586,0.5007571,0.66461504,0.6422227,0.49570906,0.65286827,0.16911945,0.1463103,0.14581068,0.19791214,0.16915004,0.1020413,0.043077722,0.024250232,0.011210846,0.72713816,0.13293274,0.071985967,0.10899349,0.58260983,1,0,1,1,0
GA 13,13135,9100,-68.653336,-70.1325,-70.1325,-87.236015,-89.485428,-89.485428,-87.365761,-97.980118,-97.379257,-97.379257,-114.9451,-96.018066,-96.018059,-98.057518,-110.23885,-4.2146916,-4.2146916,-39.308392,22.080902,22.080902,10.02222,4.0195446,,-50.651215,-50.651215,-79.494949,-52.326973,-52.326973,-61.788662,-55.918407,-41.598148,-52.326973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.265007,0,0.42265004,0,0,0.18754688,0,0,0.298523021,0.782411225,0,0,0,1,0,0,0,0,0.097036391,32.690586,0.5007571,0.66461504,0.6422227,0.49570906,0.65286827,0.16911945,0.1463103,0.14581068,0.19791214,0.16915004,0.1020413,0.043077722,0.024250232,0.011210846,0.72713816,0.13293274,0.071985967,0.10899349,0.25727889,1,0,1,1,0
GA 9,13137,9400,57.557533,4.4435768,4.4435768,138.22586,119.73145,119.73145,116.96825,110.96918,19.85745,19.85745,-5.305294,-117.4206,-117.4206,-87.362747,-43.874474,32.848141,32.848141,128.76491,85.41069,85.41069,38.334133,66.28006,,5.0345778,5.0345778,4.606235,12.382591,12.382591,17.054684,33.971302,1.4455795,0,12.382591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0.928743208,1.768205871,0,0,0,1,0,0,0,0,0.32869366,30.585506,-0.37243623,0.73348987,0.59875476,0.48660243,0.37121826,0.078352183,0.14313966,0.14255473,0.14152415,0.14361317,0.11823854,0.086374015,0.064174697,0.033229347,0.88880843,0.0448443,0.018912595,0.076597407,0.058795203,1,0,1,1,0
GA 10,13139,9400,183.55766,178.61525,178.61525,-200,184.5184,184.51842,137.96875,-200,32.0509,32.050892,-176.45169,-123.61054,-123.61051,-66.521301,-0.059361406,29.091522,29.091528,-175.90503,191.87314,191.87314,191.17426,191.54417,,0,0,-2.3083091,19.88929,19.88929,25.899952,44.320763,23.367573,0,19.88929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0.928743208,1.768205871,0,0,0,1,0,0,0,0,0.32869366,30.585506,-0.37243623,0.72349614,0.65043479,0.4910574,0.40931341,0.16156293,0.14376387,0.16199373,0.1650452,0.13749579,0.10598304,0.064928167,0.04299346,0.02136749,0.80752742,0.07270404,0.013469561,0.19559583,0.21933019,1,0,1,1,0
GA 3,13141,9002,-200,-6.2404866,-6.2404947,-200,-200,-200,-200,-200,-41.583477,-41.583477,-61.193676,-42.302456,-42.302456,-70.795433,-77.220901,-6.7642546,-6.7642546,-200,-200,-200,-177.71838,-200,,-1.9219697,-1.9219697,-8.9092302,-3.9051085,-3.905107,-80.400833,-3.905107,-18.65358,0,0,-3.9051085,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.747532585,2.286804392,0,0,0,1,0,0,0,0,0.28573722,28.822348,-0.91090113,0.2152102,0.17019744,0.46605796,0.27772743,0.003076618,0.14410481,0.14271536,0.1616713,0.15194522,0.11542279,0.079892814,0.051905517,0.028682016,0.21456927,0.77759033,0.001091703,0.00535927,0.016466795,0,0,1,1,0
GA 11,13143,9600,-27.888182,-80.895905,-80.895912,-82.95137,-82.06884,-82.06884,-80.516083,-81.702438,-104.9733,-104.97331,-100.62331,-66.265541,-66.265541,-87.809685,-74.52195,-0.98361921,-0.98361921,10.07737,3.9436758,3.9436758,-10.239374,8.3315792,,13.797325,13.797325,16.865873,40.939945,40.939945,61.053173,61.053173,34.715443,0,0,40.939945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564123632,2.717089601,0,0,0,1,0,0,0,0,0.32883412,31.02747,-0.54100108,0.64236993,0.5335685,0.51222265,0.26882359,0.009030751,0.14390813,0.12121448,0.15422343,0.13966525,0.12133126,0.086804204,0.059945505,0.03071234,0.92973918,0.054028805,0.003386532,0.005566368,0.040800542,1,0,1,1,0
GA 8,13145,9701,127.06966,118.08205,118.08205,99.903091,65.404366,65.404366,4.5310264,27.630505,39.428665,39.428665,19.614243,28.674835,28.674835,-63.681931,-24.989937,163.03491,163.03491,157.61784,157.90855,157.90855,155.26967,173.4882,,-1.2255549,-1.2255549,-0.96083879,2.1824002,2.1824002,2.1824002,-21.032333,-0.95103383,0,2.1824002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1.543674084,0.866273031,0,0,0,1,0,0,0,0,0.21172225,31.902388,-0.4105646,0.65604776,0.57947558,0.50618273,0.49541003,0.018906942,0.14458747,0.091369487,0.15543364,0.17058451,0.14062038,0.079046212,0.057564888,0.025954843,0.78430051,0.19472462,0.005064359,0.010972779,0.034316584,1,0,1,1,0
GA 11,13145,9701,-61.237125,-80.895905,-80.895897,-89.013519,-98.993446,-98.993446,-108.62296,-105.7056,-104.9733,-104.97331,-121.19604,-114.03685,-114.03682,-171.82944,-151.21037,-0.98361921,-0.98361921,-25.593897,-24.299427,-24.299427,-35.943356,49.622639,,7.239759,7.239759,7.5044751,10.647715,10.647715,10.647715,-12.567019,7.6090097,0,0,10.647715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.543674084,0.866273031,0,0,0,1,0,0,0,0,0.21172225,31.902388,-0.4105646,0.65604776,0.57947558,0.50618273,0.49541003,0.018906942,0.14458747,0.091369487,0.15543364,0.17058451,0.14062038,0.079046212,0.057564888,0.025954843,0.78430051,0.19472462,0.005064359,0.010972779,0.004111849,1,0,1,1,0
GA 9,13147,9302,57.557533,4.4435768,4.4435768,138.22586,119.73145,119.73145,116.96825,110.96918,19.85745,19.85745,-5.305294,-117.4206,-117.4206,-87.362747,-43.874474,32.848141,32.848141,128.76491,85.41069,85.41069,38.334133,66.28006,,1.7317116,1.7317116,2.3837805,11.700768,11.700768,17.478348,44.587143,1.4455795,0,11.700768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1.923415103,3.280581783,0,0,0,1,0,0,0,0,0.41320136,31.369587,-0.36953896,0.57060313,0.45277497,0.50750101,0.34202552,0.012653825,0.13001695,0.11314519,0.140714,0.14171414,0.1280167,0.10566596,0.076618686,0.036178634,0.79088575,0.19359046,0.00530504,0.008522851,0.03765795,1,0,1,1,0
GA 11,13149,9600,-61.237125,-80.895905,-80.895897,-89.013519,-98.993446,-98.993446,-108.62296,-105.7056,-104.9733,-104.97331,-121.19604,-114.03685,-114.03682,-171.82944,-151.21037,-0.98361921,-0.98361921,-25.593897,-24.299427,-24.299427,-35.943356,49.622639,,18.959118,18.959118,27.371485,29.660439,29.660439,29.660439,11.264211,7.6090097,0,0,29.660439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564123632,2.717089601,0,0,0,1,0,0,0,0,0.32883412,31.02747,-0.54100108,0.6230045,0.48388615,0.50889939,0.2425926,0.006901562,0.14693062,0.12477297,0.15691972,0.14120959,0.11523792,0.074827462,0.048401743,0.026244096,0.87477297,0.10824555,0.00108972,0.010533963,0.01685987,1,0,1,1,0
GA 13,13151,9100,-99.87429,-70.1325,-70.1325,-47.271667,-87.3647,-87.364708,-100.31704,-103.30918,-97.379257,-97.379257,-94.408836,-109.20676,-109.20676,-162.04784,-148.03708,-4.2146916,-4.2146916,98.059608,-98.909256,-98.909256,-146.96866,35.058865,,-50.4748,-50.4748,-52.456558,-52.977245,-52.977245,-74.318634,-86.854294,-39.702358,-52.977245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42692375,0,0,0.061775327,0,0,0.298523021,0.782411225,0,0,0,1,0,0,0,0,0.097036391,32.690586,0.5007571,0.68319273,0.64110732,0.50672442,0.49923843,0.033894472,0.14885916,0.12402276,0.19048776,0.15769936,0.10663561,0.058236483,0.033257641,0.014915243,0.81376892,0.14683135,0.017563118,0.02255721,0.064824425,1,0,1,1,0
GA 8,13151,9100,127.46951,118.08205,118.08205,139.60979,13.9491,13.949077,-200,-200,39.428665,39.428665,28.686043,27.079075,27.079075,-51.245766,-32.327286,163.03491,163.03491,163.36475,158.58482,158.58482,158.88983,160.98732,,-5.1107287,-5.1107287,-10.463953,-9.051055,-9.051055,-28.677767,-33.712551,-1.362133,0,-9.051055,0,0,0,0,0,2.98E-06,2.98E-06,2.98E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0.20336851,0,0,0.3001577,0,0,0.298523021,0.782411225,0,0,0,1,0,0,0,0,0.097036391,32.690586,0.5007571,0.68319273,0.64110732,0.50672442,0.49923843,0.033894472,0.14885916,0.12402276,0.19048776,0.15769936,0.10663561,0.058236483,0.033257641,0.014915243,0.81376892,0.14683135,0.017563118,0.02255721,0.12066266,1,0,1,1,0
GA 3,13153,8900,-51.513935,-6.2404866,-6.2404866,-116.14404,-97.382584,-97.382584,-98.626244,-103.57586,-41.583477,-41.583477,-48.098167,-34.427357,-34.427357,-53.299564,-57.323383,-6.7642546,-6.7642546,-98.7668,-45.351025,-45.351025,-115.02329,-115.01741,,-13.435322,-13.435322,-18.924528,-13.14044,-13.14044,-13.14044,-48.823486,-9.1252356,0,0,-13.14044,0,0,0,100,100,100,100,-100,-100,-100,-100,-100,-100,-100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,0.443500135,0.975014568,0,0,0,1,0,0,0,0,0.15917879,31.291935,-0.54161638,0.63533109,0.57196099,0.50790411,0.51930821,0.034063108,0.16131449,0.13200018,0.16354445,0.15530176,0.10629711,0.070365191,0.042251613,0.01798402,0.70572835,0.24756917,0.015898524,0.030361576,0.10200546,1,0,1,1,0
GA 1,13153,8900,-77.24221,-62.583099,-62.582527,-200,-200,-200,-200,-200,7.2052174,7.2052264,-8.8350286,23.008909,23.008909,-22.960526,-34.806541,52.887959,52.887951,-197.73077,-16.92049,-16.920479,-200,-200,,25.381708,25.381708,19.892502,25.67659,25.67659,25.67659,-10.006457,31.10252,0,25.67659,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,1,0,1,0,0,0,0.443500135,0.975014568,0,0,0,1,0,0,0,0,0.15917879,31.291935,-0.54161638,0.63533109,0.57196099,0.50790411,0.51930821,0.034063108,0.16131449,0.13200018,0.16354445,0.15530176,0.10629711,0.070365191,0.042251613,0.01798402,0.70572835,0.24756917,0.015898524,0.030361576,0.070466802,1,0,1,1,0
GA 1,13155,8501,-77.24221,-62.583099,-62.582527,-200,-200,-200,-200,-200,7.2052174,7.2052264,-8.8350286,23.008909,23.008909,-22.960526,-34.806541,52.887959,52.887951,-197.73077,-16.92049,-16.920479,-200,-200,,39.3363,39.3363,32.083759,44.178535,44.178535,44.178535,21.160198,31.10252,0,44.178535,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,1,0,1,0,0,0,1.637993287,2.548657713,0,0,0,1,0,0,0,0,0.52851379,27.933413,-0.6032362,0.60888439,0.46970862,0.50860941,0.29228535,0.012586849,0.17933743,0.1199275,0.13624005,0.13140671,0.11146913,0.08206626,0.061121739,0.039975833,0.71976638,0.25878564,0.003222233,0.020340348,0.015496384,1,0,1,1,0
GA 9,13157,9400,57.557533,4.4435768,4.4435768,138.22586,119.73145,119.73145,116.96825,110.96918,19.85745,19.85745,-5.305294,-117.4206,-117.4206,-87.362747,-43.874474,32.848141,32.848141,128.76491,85.41069,85.41069,38.334133,66.28006,,4.226655,4.226655,-1.5475392,8.3609943,8.3609943,12.227446,28.63335,1.4455795,0,8.3609943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0.928743208,1.768205871,0,0,0,1,0,0,0,0,0.32869366,30.585506,-0.37243623,0.69732237,0.56077468,0.49912238,0.32544973,0.024910433,0.14253768,0.13198201,0.16756834,0.14429297,0.11781961,0.073625237,0.04515617,0.026785929,0.89004302,0.07776095,0.009569839,0.030031979,0.065316588,1,0,1,1,0
GA 8,13159,9100,122.74458,118.08205,118.08203,-200,-200,-200,-200,-200,39.428665,39.428665,32.024864,47.255291,47.255291,16.520422,8.9429359,163.03491,163.03491,152.27887,158.2262,158.2262,163.29001,140.2114,,-2.1556199,-2.1556199,-9.2173576,0.30004382,0.30004382,-28.493559,0.30004382,0.46548247,0,0.30004382,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,-100,0,100,0,0,1,0,1,0,0,0,0.298523021,0.782411225,0,0,0,1,0,0,0,0,0.097036391,32.690586,0.5007571,0.59597093,0.47815692,0.50971472,0.32572037,0.021267286,0.1511465,0.1142132,0.14703308,0.15062138,0.12550324,0.086907052,0.049536146,0.02809382,0.70952213,0.27262384,0.001575355,0.020654647,0.018160539,1,0,1,1,0
GA 1,13161,9001,5.9843049,-62.583099,-62.583099,155.10515,-200,-200,95.555435,-200,7.2052174,7.2052174,-11.723062,48.237103,48.237083,-200,-200,52.887959,52.887959,-19.945538,-8.2383642,-8.2383404,-200,-200,,31.928837,31.928837,36.250835,40.460186,40.460186,50.098522,60.136147,30.985111,0,40.460186,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1,1,0,1.305319804,4.473504465,0,0,0,1,0,0,0,0,0.278687,26.78166,-0.92669278,0.66976649,0.53263944,0.50898767,0.2786212,0.038000632,0.15326396,0.13000631,0.14222643,0.14246294,0.11896878,0.081125826,0.058262378,0.025543993,0.81204665,0.15137181,0.004415011,0.051324502,0.02022792,1,0,1,1,0
GA 12,13163,8401,18.321331,134.62712,134.62712,86.79245,66.704445,66.704445,67.385834,66.405365,48.656189,48.656189,39.388458,48.310257,48.310265,34.97422,32.064098,52.83984,52.83984,-28.9744,-34.018291,-34.018299,-1.9276583,-158.44891,,-5.6122837,-5.6122837,-24.312174,-14.713481,-14.713481,-66.83947,-14.713481,-13.285452,0,0,-14.713481,-100,-100,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,100,100,100,100,100,100,100,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,0,100,-100,0,0,1,0,0,0,1,0,0,0.810203811,1.921923054,0,0,0,1,0,0,0,0,0.26573309,28.280582,-0.79298341,0.46262199,0.37894958,0.52930617,0.24576348,0.005270474,0.16222633,0.12539095,0.13801691,0.13969651,0.10911618,0.074134134,0.062724426,0.038978338,0.42088497,0.56278235,0.001563767,0.015000579,0.026293011,0,0,1,1,0
GA 12,13165,8702,18.321331,134.62712,134.62712,86.79245,66.704445,66.704437,75.701752,-200,48.656189,48.656189,39.388458,48.310257,48.310249,-11.955686,-200,52.83984,52.83984,-28.9744,-34.018291,-34.018299,-200,-200,,-5.1088691,-5.1088691,-26.862207,-15.276814,-15.276814,-6.0030222,7.0030451,-13.285452,0,0,-15.276814,-100,-100,-100,-100,-100,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,0,0,0,100,-100,0,0,1,0,0,0,0,1,0,1.187122418,3.511069705,0,0,0,1,0,0,0,0,0.28862914,26.333803,-0.9701106,0.51303029,0.41683689,0.52081633,0.29165885,0.009446064,0.16349854,0.11790088,0.13551021,0.14239067,0.11172011,0.077551022,0.06239067,0.036034986,0.56291544,0.40489796,0.002099125,0.033469386,0.013041231,1,0,1,1,0
GA 3,13167,9003,-200,-6.2404866,-6.2404947,-200,-200,-200,-200,-200,-41.583477,-41.583477,-61.193676,-42.302456,-42.302456,-70.795433,-77.220901,-6.7642546,-6.7642546,-200,-200,-200,-177.71838,-200,,-16.852844,-16.852844,-33.178242,-18.044537,-18.044537,-47.685516,-18.044537,-18.65358,0,0,-18.044537,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.031945079,3.032896414,0,0,0,1,0,0,0,0,0.24170667,27.686504,-0.99052125,0.62788355,0.4056572,0.50724298,0.229927,0.001869159,0.19649532,0.11004673,0.12021028,0.12943925,0.10759345,0.081658877,0.073598132,0.044275701,0.62441587,0.36962616,0.001168224,0.00911215,0.012872552,1,0,1,1,0
GA 3,13169,8900,-51.513935,-6.2404866,-6.2404866,-116.14404,-97.382584,-97.382584,-98.626244,-103.57586,-41.583477,-41.583477,-48.098167,-34.427357,-34.427357,-53.299564,-57.323383,-6.7642546,-6.7642546,-98.7668,-45.351025,-45.351025,-115.02329,-115.01741,,-16.960651,-16.960651,-22.428406,-11.906838,-11.906838,-11.906838,-42.487526,-9.1252356,0,0,-11.906838,0,0,0,100,100,100,100,-100,-100,-100,-100,-100,-100,-100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,0,0,0,0.443500135,0.975014568,0,0,0,1,0,0,0,0,0.15917879,31.291935,-0.54161638,0.6098823,0.50594592,0.51178133,0.36819866,0.00981429,0.15846694,0.1095647,0.15846694,0.1635433,0.12035196,0.077668257,0.044925757,0.024874149,0.75024325,0.23292017,0.005287872,0.007149203,0.03345228,1,0,1,1,0
GA 8,13169,8900,122.74458,118.08205,118.08203,-200,-200,-200,-200,-200,39.428665,39.428665,32.024864,47.255291,47.255291,25.912432,21.055668,163.03491,163.03491,152.27887,158.2262,158.2262,150.61224,150.61282,,-3.2258809,-3.2258809,-8.6936359,1.8279314,1.8279314,1.8279314,-28.752756,0.46548247,0,1.8279314,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,-100,0,100,0,0,1,0,1,0,0,0,0.443500135,0.975014568,0,0,0,1,0,0,0,0,0.15917879,31.291935,-0.54161638,0.6098823,0.50594592,0.51178133,0.36819866,0.00981429,0.15846694,0.1095647,0.15846694,0.1635433,0.12035196,0.077668257,0.044925757,0.024874149,0.75024325,0.23292017,0.005287872,0.007149203,0.003679272,1,0,1,1,0
GA 8,13171,9200,127.06966,118.08205,118.08205,99.903091,65.404366,65.404366,4.5310264,27.630505,39.428665,39.428665,19.614243,28.674835,28.674835,-63.681931,-24.989937,163.03491,163.03491,157.61784,157.90855,157.90855,155.26967,173.4882,,-3.6242008,-3.6242008,-1.940608,1.5470505,1.5470505,1.5470505,-28.15538,-0.95103383,0,1.5470505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100,-100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,2.079849321,3.781308766,0,0,0,1,0,0,0,0,0.32610413,31.569103,-0.5700708,0.57031649,0.483372,0.52117896,0.3429158,0.010306687,0.1576169,0.13002765,0.14435646,0.14548768,0.11877828,0.082767725,0.055618402,0.030982906,0.67779034,0.30392158,0.003707893,0.010809452,0.026230918,1,0,1,1,0
GA 1,13173,8503,5.9843049,-62.583099,-62.583099,155.10515,-200,-200,-200,-200,7.2052174,7.2052174,-11.723062,48.237103,48.237103,15.645196,7.6201463,52.887959,52.887959,-19.945538,-8.2383642,-8.2383642,-200,-200,,42.486233,42.486233,49.148457,54.954102,54.954102,54.954102,27.579796,30.985111,0,54.954102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634316765,1.610184526,0,0,0,1,0,0,0,0,0.23116426,27.113739,-0.71381682,0.55742353,0.38815862,0.49330205,0.3282817,0.010633891,0.15301754,0.14776964,0.15356995,0.14597431,0.10454357,0.070570365,0.047645353,0.025410855,0.71606129,0.25631818,0.003590664,0.017400911,0.011523121,1,0,1,1,0
GA 3,13175,9003,-51.513935,-6.2404866,-6.2404866,-116.14404,-97.382584,-97.382614,-64.523743,-200,-41.583477,-41.583477,-48.098167,-34.427357,-34.427357,-165.25304,-200,-6.7642546,-6.7642546,-98.7668,-45.351025,-45.350994,-200,-200,,-14.430105,-14.430105,-20.683834,-4.517108,-4.517108,0.72646141,12.271797,-9.1252356,0,0,-4.517108,0,0,0,100,100,100,100,-100,-100,-100,-100,-100,-100,-100,100,100,100,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,-100,0,100,0,0,0,0,1,1,1,0,1.031945079,3.032896414,0,0,0,1,0,0,0,0,0.24170667,27.686504,-0.99052125,0.58691245,0.51370525,0.5192762,0.33222511,0.011276017,0.15186968,0.12379106,0.14208673,0.14678879,0.11498863,0.080469757,0.058430273,0.036546774,0.63442081,0.34527788,0.008044748,0.011788564,0.07065592,1,0,1,1,0
